x,y
-149.8394012451172,14.335071563720703
-149.43946838378906,14.034971237182617
-149.03955078125,13.734870910644531
-148.63961791992188,13.434770584106445
-148.2393341064453,13.134391784667969
-147.8394012451172,12.834291458129883
-147.43948364257812,12.534191131591797
-147.03955078125,12.234090805053711
-146.63963317871094,11.933990478515625
-146.2397003173828,11.633890151977539
-145.83978271484375,11.333789825439453
-145.43984985351562,11.033689498901367
-145.03993225097656,10.733589172363281
-144.6400146484375,10.433488845825195
-144.24008178710938,10.13338851928711
-143.8401641845703,9.833288192749023
-143.4402313232422,9.533187866210938
-143.04031372070312,9.233088493347168
-142.640380859375,8.932988166809082
-142.24046325683594,8.632887840270996
-141.8405303955078,8.33278751373291
-141.44061279296875,8.032687187194824
-141.04067993164062,7.732586860656738
-140.64076232910156,7.432485580444336
-140.24082946777344,7.13238525390625
-139.84091186523438,6.832284927368164
-139.44097900390625,6.532184600830078
-139.0410614013672,6.232084274291992
-138.64114379882812,5.931983947753906
-138.2412109375,5.63188362121582
-137.84129333496094,5.331783294677734
-137.4413604736328,5.031682968139648
-137.04144287109375,4.731582164764404
-136.64151000976562,4.431481838226318
-136.24159240722656,4.131381511688232
-135.84165954589844,3.8312811851501465
-135.44174194335938,3.5311808586120605
-135.04180908203125,3.231079578399658
-134.6418914794922,2.9309792518615723
-134.24195861816406,2.6308789253234863
-133.842041015625,2.3307790756225586
-133.44212341308594,2.0306782722473145
-133.0421905517578,1.730578064918518
-132.64227294921875,1.4304777383804321
-132.24234008789062,1.1303774118423462
-131.84242248535156,0.8302770853042603
-131.44248962402344,0.5301768779754639
-131.04257202148438,0.23007655143737793
-130.64263916015625,-0.07002425193786621
-130.2427215576172,-0.37012457847595215
-129.84278869628906,-0.6702249050140381
-129.44287109375,-0.970325231552124
-129.04293823242188,-1.27042555809021
-128.6430206298828,-1.570526361465454
-128.24310302734375,-1.87062668800354
-127.84317779541016,-2.170727014541626
-127.4432601928711,-2.470827341079712
-127.04332733154297,-2.770927667617798
-126.64339447021484,-3.071027994155884
-126.24347686767578,-3.3711283206939697
-125.84355163574219,-3.6712286472320557
-125.44363403320312,-3.9713294506073
-125.04370880126953,-4.271430015563965
-124.64378356933594,-4.571530342102051
-124.24385833740234,-4.871630668640137
-123.84393310546875,-5.171730995178223
-123.43649291992188,-5.478069305419922
-123.03845977783203,-5.785238265991211
-122.6453628540039,-6.098685264587402
-122.25727844238281,-6.418333053588867
-121.87432098388672,-6.744099140167236
-121.49657440185547,-7.075904369354248
-121.12415313720703,-7.413663864135742
-120.75714111328125,-7.757290840148926
-120.3956298828125,-8.10669994354248
-120.03970336914062,-8.461804389953613
-119.689453125,-8.82251262664795
-119.34498596191406,-9.188736915588379
-119.00636291503906,-9.560379981994629
-118.67369079589844,-9.937352180480957
-118.3470458984375,-10.319558143615723
-118.02649688720703,-10.706899642944336
-117.71214294433594,-11.099281311035156
-117.404052734375,-11.496603965759277
-117.1023178100586,-11.898765563964844
-116.80699920654297,-12.305665016174316
-116.51818084716797,-12.717201232910156
-116.23593139648438,-13.133269309997559
-115.96031188964844,-13.553766250610352
-115.69140625,-13.978586196899414
-115.42926788330078,-14.407620429992676
-115.17398834228516,-14.840760231018066
-114.92561340332031,-15.277897834777832
-114.6842041015625,-15.718924522399902
-114.4498291015625,-16.163724899291992
-114.22254180908203,-16.61219024658203
-114.00239562988281,-17.064205169677734
-113.78945922851562,-17.51966094970703
-113.58377838134766,-17.978435516357422
-113.38540649414062,-18.440420150756836
-113.19438934326172,-18.90549659729004
-113.01077270507812,-19.373544692993164
-112.82064056396484,-19.837968826293945
-112.59832763671875,-20.290800094604492
-112.34541320800781,-20.72726821899414
-112.06307220458984,-21.145309448242188
-111.75265502929688,-21.542945861816406
-111.4156265258789,-21.918292999267578
-111.0535888671875,-22.269569396972656
-110.6682357788086,-22.595115661621094
-110.26141357421875,-22.893390655517578
-109.83503723144531,-23.162981033325195
-109.3911361694336,-23.402610778808594
-108.93180084228516,-23.61114501953125
-108.45921325683594,-23.787593841552734
-107.97562408447266,-23.931127548217773
-107.48329162597656,-24.041059494018555
-106.98456573486328,-24.116872787475586
-106.4818115234375,-24.1582088470459
-105.97740173339844,-24.164873123168945
-105.47372436523438,-24.136825561523438
-104.97317504882812,-24.074209213256836
-104.47811126708984,-23.977317810058594
-103.99089813232422,-23.846609115600586
-103.52436065673828,-23.6954345703125
-103.04916381835938,-23.539918899536133
-102.57395935058594,-23.384403228759766
-102.09876251220703,-23.2288875579834
-101.6235580444336,-23.0733699798584
-101.15663146972656,-22.923337936401367
-100.65840911865234,-22.78706169128418
-100.15373229980469,-22.677034378051758
-99.64399719238281,-22.593555450439453
-99.13058471679688,-22.536855697631836
-98.61492919921875,-22.50709342956543
-98.09840393066406,-22.504344940185547
-97.58245086669922,-22.528615951538086
-97.06847381591797,-22.57984733581543
-96.55787658691406,-22.657894134521484
-96.05206298828125,-22.762544631958008
-95.55242156982422,-22.893510818481445
-95.06029510498047,-23.050432205200195
-94.57707214355469,-23.23288345336914
-94.10404205322266,-23.440359115600586
-93.64252471923828,-23.672300338745117
-93.19377136230469,-23.928062438964844
-92.75900268554688,-24.20694923400879
-92.33942413330078,-24.508197784423828
-91.9361801147461,-24.830982208251953
-91.55036163330078,-25.174421310424805
-91.18305206298828,-25.537569046020508
-90.8352279663086,-25.91943359375
-90.50785827636719,-26.318971633911133
-90.20183563232422,-26.735088348388672
-89.91800689697266,-27.166641235351562
-89.65714263916016,-27.612449645996094
-89.4199447631836,-28.0712947845459
-89.20708465576172,-28.541921615600586
-89.01912689208984,-29.023035049438477
-88.85660552978516,-29.513324737548828
-88.71993255615234,-30.011444091796875
-88.60952758789062,-30.51603126525879
-88.5256576538086,-31.02570343017578
-88.46855926513672,-31.5390625
-88.43840789794922,-32.05470657348633
-88.43421936035156,-32.57094955444336
-88.43702697753906,-33.07094192504883
-88.4398422241211,-33.5709342956543
-88.44265747070312,-34.070926666259766
-88.44546508789062,-34.570919036865234
-88.44828033447266,-35.0709114074707
-88.45016479492188,-35.5786018371582
-88.441650390625,-36.08446502685547
-88.42039489746094,-36.58995819091797
-88.38642883300781,-37.094757080078125
-88.33975982666016,-37.59853744506836
-88.28043365478516,-38.10098648071289
-88.20848083496094,-38.601783752441406
-88.12394714355469,-39.10060501098633
-88.02688598632812,-39.59714889526367
-87.9173583984375,-40.091087341308594
-87.79544067382812,-40.58211898803711
-87.66118621826172,-41.069915771484375
-87.51470947265625,-41.55419158935547
-87.35609436035156,-42.03461456298828
-87.1854248046875,-42.510902404785156
-87.00283813476562,-42.98274230957031
-86.80843353271484,-43.44983673095703
-86.6023178100586,-43.91189193725586
-86.38465118408203,-44.368614196777344
-86.15555572509766,-44.81970977783203
-85.9151840209961,-45.26490020751953
-85.66368103027344,-45.70389938354492
-85.40120697021484,-46.13642501831055
-85.1279296875,-46.56221008300781
-84.8440170288086,-46.98098373413086
-84.5496597290039,-47.39248275756836
-84.24504089355469,-47.79643630981445
-83.93035888671875,-48.192596435546875
-83.60579681396484,-48.58071517944336
-83.27157592773438,-48.96054458618164
-82.92789459228516,-49.33183670043945
-82.57498168945312,-49.69436264038086
-82.21305084228516,-50.04789352416992
-81.84235382080078,-50.3922004699707
-81.46308898925781,-50.72706604003906
-81.07551574707031,-51.05228042602539
-80.67990112304688,-51.36764907836914
-80.27645874023438,-51.67294692993164
-79.86546325683594,-51.96800231933594
-79.4471664428711,-52.25261688232422
-79.02184295654297,-52.52661895751953
-78.58976745605469,-52.78982162475586
-78.15119934082031,-53.04207229614258
-77.7064208984375,-53.283203125
-77.2557144165039,-53.5130615234375
-76.79936218261719,-53.73150634765625
-76.33907318115234,-53.939876556396484
-75.883056640625,-54.14493179321289
-75.42704010009766,-54.34998321533203
-74.97101593017578,-54.55503463745117
-74.51499938964844,-54.76008987426758
-74.0589828491211,-54.96514129638672
-73.60295867919922,-55.170196533203125
-73.14694213867188,-55.375247955322266
-72.69092559814453,-55.58030319213867
-72.23490905761719,-55.78535461425781
-71.77888488769531,-55.99040603637695
-71.32286834716797,-56.19546127319336
-70.86685180664062,-56.4005126953125
-70.41082763671875,-56.605567932128906
-69.9548110961914,-56.81061935424805
-69.49879455566406,-57.01567077636719
-69.04277038574219,-57.220726013183594
-68.58675384521484,-57.425777435302734
-68.1307373046875,-57.63083267211914
-67.67471313476562,-57.83588409423828
-67.21869659423828,-58.04093551635742
-66.76268005371094,-58.24599075317383
-66.3066635131836,-58.45104217529297
-65.85063934326172,-58.656097412109375
-65.39462280273438,-58.861148834228516
-64.93860626220703,-59.06620407104492
-64.48258209228516,-59.27125549316406
-64.02656555175781,-59.4763069152832
-63.57054901123047,-59.68136215209961
-63.114532470703125,-59.88641357421875
-62.65850830078125,-60.091468811035156
-62.202491760253906,-60.2965202331543
-61.74647521972656,-60.50157165527344
-61.29045486450195,-60.706626892089844
-60.831275939941406,-60.913204193115234
-60.38247299194336,-61.11899948120117
-59.93589401245117,-61.329586029052734
-59.49159622192383,-61.54494094848633
-59.04963684082031,-61.76504898071289
-58.61005401611328,-61.989871978759766
-58.17290496826172,-62.21938705444336
-57.73823547363281,-62.45357894897461
-57.30610275268555,-62.692405700683594
-56.87655258178711,-62.935848236083984
-56.44963455200195,-63.18387222290039
-56.025394439697266,-63.436458587646484
-55.60388946533203,-63.693572998046875
-55.18515396118164,-63.955177307128906
-54.769248962402344,-64.22127532958984
-54.35621643066406,-64.49179077148438
-53.94610595703125,-64.76671600341797
-53.53895950317383,-65.0460205078125
-53.13482666015625,-65.32966613769531
-52.733760833740234,-65.61763763427734
-52.33579635620117,-65.90987396240234
-51.94098663330078,-66.20635986328125
-51.549373626708984,-66.5070571899414
-51.16100311279297,-66.81192016601562
-50.77592468261719,-67.12094116210938
-50.394168853759766,-67.43406677246094
-50.01579284667969,-67.75125122070312
-49.64083480834961,-68.07247161865234
-49.26933670043945,-68.39768981933594
-48.901344299316406,-68.72686767578125
-48.536903381347656,-69.05997467041016
-48.17604064941406,-69.39695739746094
-47.81881332397461,-69.73777770996094
-47.46525573730469,-70.0824203491211
-47.11540603637695,-70.43082427978516
-46.769317626953125,-70.782958984375
-46.42700958251953,-71.13876342773438
-46.068782806396484,-71.49858093261719
-45.68073654174805,-71.82190704345703
-45.26321029663086,-72.10614776611328
-44.82012176513672,-72.3486328125
-44.35563659667969,-72.54707336425781
-43.874122619628906,-72.6996078491211
-43.38010025024414,-72.8048095703125
-42.878211975097656,-72.86167907714844
-42.3731803894043,-72.86968994140625
-41.8697395324707,-72.82876586914062
-41.37263488769531,-72.73929595947266
-40.88652038574219,-72.60211181640625
-40.415977478027344,-72.41849517822266
-39.96541976928711,-72.19019317626953
-39.539085388183594,-71.9193344116211
-39.1409797668457,-71.60847473144531
-38.774837493896484,-71.26053619384766
-38.44410705566406,-70.8787612915039
-38.15053939819336,-70.46581268310547
-37.87501907348633,-70.04856872558594
-37.5994987487793,-69.63133239746094
-37.323978424072266,-69.2140884399414
-37.048465728759766,-68.7968521118164
-36.772945404052734,-68.37960815429688
-36.4974250793457,-67.96237182617188
-36.22190475463867,-67.54512786865234
-35.94638442993164,-67.12789154052734
-35.66912078857422,-66.70803833007812
-35.389442443847656,-66.30322265625
-35.094459533691406,-65.9094009399414
-34.78460693359375,-65.52717590332031
-34.460330963134766,-65.15711975097656
-34.12211608886719,-64.79975128173828
-33.77045822143555,-64.45559692382812
-33.40586853027344,-64.12517547607422
-33.02888870239258,-63.8089714050293
-32.64006805419922,-63.5074348449707
-32.2399787902832,-63.22102355957031
-31.829214096069336,-62.95014572143555
-31.408369064331055,-62.69520950317383
-30.978063583374023,-62.456581115722656
-30.53893280029297,-62.234622955322266
-30.091617584228516,-62.0296516418457
-29.63677978515625,-61.84197235107422
-29.17508316040039,-61.67185592651367
-28.70720672607422,-61.51955795288086
-28.233840942382812,-61.38529586791992
-27.755674362182617,-61.26926803588867
-27.273418426513672,-61.17164993286133
-26.787771224975586,-61.09257888793945
-26.299455642700195,-61.03217697143555
-25.809181213378906,-60.99052429199219
-25.317670822143555,-60.96770095825195
-24.825647354125977,-60.963714599609375
-24.333833694458008,-60.97858810424805
-23.84294891357422,-61.012298583984375
-23.353717803955078,-61.06478500366211
-22.86685562133789,-61.135982513427734
-22.383079528808594,-61.22578430175781
-21.903100967407227,-61.334049224853516
-21.427621841430664,-61.460636138916016
-20.95734405517578,-61.60533905029297
-20.481096267700195,-61.77191925048828
-20.011213302612305,-61.942832946777344
-19.541330337524414,-62.113746643066406
-19.071449279785156,-62.28465270996094
-18.601566314697266,-62.45556640625
-18.131685256958008,-62.62647247314453
-17.661802291870117,-62.797386169433594
-17.191919326782227,-62.968299865722656
-16.72203826904297,-63.13920593261719
-16.246681213378906,-63.30344009399414
-15.758984565734863,-63.44438171386719
-15.264535903930664,-63.55942153930664
-14.764711380004883,-63.64823532104492
-14.260899543762207,-63.710575103759766
-13.754502296447754,-63.74628829956055
-13.246927261352539,-63.755245208740234
-12.739585876464844,-63.73743438720703
-12.233887672424316,-63.69291305541992
-11.731240272521973,-63.62179946899414
-11.233038902282715,-63.52428436279297
-10.740671157836914,-63.400638580322266
-10.255505561828613,-63.25121307373047
-9.778890609741211,-63.07643127441406
-9.32465934753418,-62.884361267089844
-8.86616325378418,-62.684906005859375
-8.40766716003418,-62.485450744628906
-7.94917106628418,-62.28599548339844
-7.49067497253418,-62.0865478515625
-7.03217887878418,-61.88709259033203
-6.57368278503418,-61.68763732910156
-6.115187168121338,-61.488189697265625
-5.656691074371338,-61.288734436035156
-5.1981964111328125,-61.08927917480469
-4.7397003173828125,-60.88983154296875
-4.2812042236328125,-60.69037628173828
-3.8227081298828125,-60.49092483520508
-3.3642122745513916,-60.291473388671875
-2.9057161808013916,-60.092018127441406
-2.4472203254699707,-59.8925666809082
-1.9887244701385498,-59.693111419677734
-1.530228614807129,-59.49365997314453
-1.0704050064086914,-59.29652404785156
-0.5977533459663391,-59.10454559326172
-0.12133920192718506,-58.92210006713867
0.35864412784576416,-58.749267578125
0.8420025110244751,-58.58610534667969
1.3285411596298218,-58.43269348144531
1.8180644512176514,-58.289085388183594
2.310373544692993,-58.15534210205078
2.8052704334259033,-58.03152084350586
3.302555561065674,-57.91766357421875
3.8020272254943848,-57.81381607055664
4.303484916687012,-57.72002410888672
4.80672550201416,-57.63633346557617
5.3115458488464355,-57.562767028808594
5.817741870880127,-57.49935531616211
6.32511043548584,-57.446128845214844
6.8334455490112305,-57.40310287475586
7.342543125152588,-57.370304107666016
7.84492301940918,-57.343849182128906
8.344234466552734,-57.31759262084961
8.843544006347656,-57.29133605957031
9.342853546142578,-57.265079498291016
9.8421630859375,-57.23882293701172
10.341474533081055,-57.21256637573242
10.840784072875977,-57.18630599975586
11.340093612670898,-57.16004943847656
11.839405059814453,-57.133792877197266
12.338714599609375,-57.10753631591797
12.838024139404297,-57.08127975463867
13.337334632873535,-57.055023193359375
13.836644172668457,-57.02876663208008
14.335954666137695,-57.00251007080078
14.835265159606934,-56.976253509521484
15.334574699401855,-56.94999694824219
15.83388614654541,-56.923736572265625
16.33319664001465,-56.89748001098633
16.83250617980957,-56.87122344970703
17.331817626953125,-56.844966888427734
17.831127166748047,-56.81871032714844
18.3304386138916,-56.79245376586914
18.829748153686523,-56.766197204589844
19.329057693481445,-56.73994064331055
19.828367233276367,-56.71368408203125
20.32767677307129,-56.68742752075195
20.826988220214844,-56.66116714477539
21.326297760009766,-56.634910583496094
21.82560920715332,-56.6086540222168
22.324918746948242,-56.5823974609375
22.824228286743164,-56.5561408996582
23.323537826538086,-56.529884338378906
23.822847366333008,-56.50362777709961
24.322158813476562,-56.47737121582031
24.821468353271484,-56.451114654541016
25.320777893066406,-56.42485427856445
25.82008934020996,-56.398597717285156
26.319398880004883,-56.37234115600586
26.818708419799805,-56.34608459472656
27.31801986694336,-56.319828033447266
27.81732940673828,-56.29357147216797
28.316638946533203,-56.26731491088867
28.815948486328125,-56.241058349609375
29.31679916381836,-56.21492004394531
29.81789207458496,-56.18928527832031
30.31900978088379,-56.16411209106445
30.820154190063477,-56.139461517333984
31.32132339477539,-56.115299224853516
31.8225154876709,-56.09165954589844
32.323734283447266,-56.068504333496094
32.82496643066406,-56.04584503173828
33.326229095458984,-56.02370071411133
33.827510833740234,-56.002052307128906
34.328819274902344,-55.98088836669922
34.830142974853516,-55.96024703979492
35.33148956298828,-55.940093994140625
35.832847595214844,-55.920467376708984
36.33423614501953,-55.901329040527344
36.83563995361328,-55.88267517089844
37.33706283569336,-55.86454391479492
37.838504791259766,-55.84690475463867
38.339962005615234,-55.82975769042969
38.84143829345703,-55.81312561035156
39.342926025390625,-55.79698944091797
39.84443283081055,-55.781368255615234
40.345951080322266,-55.76624298095703
40.850196838378906,-55.751495361328125
41.34999084472656,-55.737091064453125
41.85143280029297,-55.72265625
42.35575485229492,-55.708709716796875
42.86009216308594,-55.69537353515625
43.36444854736328,-55.68272018432617
43.86882019042969,-55.670677185058594
44.373207092285156,-55.65931701660156
44.87760543823242,-55.64860153198242
45.38031005859375,-55.63856506347656
45.87625503540039,-55.628482818603516
46.372188568115234,-55.61782455444336
46.86811447143555,-55.60659408569336
47.36402130126953,-55.59481430053711
47.85991668701172,-55.582462310791016
48.35580062866211,-55.56956481933594
48.85182571411133,-55.55609893798828
49.35163497924805,-55.54227066040039
49.84154510498047,-55.52872085571289
50.34135437011719,-55.514896392822266
50.841163635253906,-55.50107192993164
51.340972900390625,-55.48724365234375
51.840782165527344,-55.473419189453125
52.33842468261719,-55.45709991455078
52.845794677734375,-55.42912292480469
53.33964920043945,-55.39055252075195
53.8462028503418,-55.34752655029297
54.33711624145508,-55.294342041015625
54.825687408447266,-55.22279739379883
55.311241149902344,-55.13299560546875
55.793087005615234,-55.02505874633789
56.270545959472656,-54.89914321899414
56.73841094970703,-54.7521858215332
57.173126220703125,-54.523658752441406
57.54632568359375,-54.20440673828125
57.85453414916992,-53.81755065917969
58.14404296875,-53.41944122314453
58.40625762939453,-52.99371337890625
58.66847229003906,-52.567989349365234
58.935123443603516,-52.12752914428711
59.16427993774414,-51.68816375732422
59.36035919189453,-51.23308181762695
59.522300720214844,-50.76475524902344
59.649208068847656,-50.2857551574707
59.740257263183594,-49.80262756347656
59.81549072265625,-49.308738708496094
59.84817123413086,-48.814022064208984
59.830169677734375,-48.31855392456055
59.76167297363281,-47.8275146484375
59.65073776245117,-47.339603424072266
59.53248596191406,-46.840641021728516
59.3962516784668,-46.35605239868164
59.22087097167969,-45.89244842529297
58.91114044189453,-45.505374908447266
58.57362747192383,-45.136478424072266
58.23611831665039,-44.767578125
